University_uni,City,Type,Founded_Year_clean,Stream_Type,College Type,Faculty,Department,Minimum Absolute Score,Minimum Percentage (%),Decade
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Physiotherapy,Cardiopulmonary,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Physiotherapy,Pediatrics,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Oral and Dental Medicine,Conservative Dentistry,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Oral and Dental Medicine,Orthodontics,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Oral and Dental Medicine,Oral Surgery,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Oral and Dental Medicine,Periodontology,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Veterinary Medicine,Anatomy,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Veterinary Medicine,Physiology,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Veterinary Medicine,Pathology,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Veterinary Medicine,Surgery,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Veterinary Medicine,Public Health,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Dar El-Ulum,Islamic Studies,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Dar El-Ulum,Arabic Language,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Dar El-Ulum,Quran Sciences,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Dar El-Ulum,Theology,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Kindergarten,Early Childhood Education,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Kindergarten,Child Psychology,390.0,95.1,1950
assiut university,Asyut,Public,1957,Science,Dentistry (Dentistry),Faculty of Kindergarten,Curriculum Development,390.0,95.1,1950
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Medicine,Internal Medicine,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Medicine,Internal Medicine,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Medicine,Surgery,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Medicine,Surgery,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Medicine,Pediatrics,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Medicine,Pediatrics,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Medicine,Obstetrics & Gynecology,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Medicine,Obstetrics & Gynecology,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Medicine,Pharmacology,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Medicine,Pharmacology,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Medicine,Anatomy,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Medicine,Anatomy,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Engineering,Civil Engineering,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Engineering,Civil Engineering,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Engineering,Mechanical Engineering,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Engineering,Mechanical Engineering,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Engineering,Electrical Engineering,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Engineering,Electrical Engineering,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Engineering,Architecture,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Engineering,Architecture,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Engineering,Computer Engineering,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Engineering,Computer Engineering,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Science,Mathematics,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Science,Mathematics,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Science,Physics,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Science,Physics,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Science,Chemistry,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Science,Chemistry,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Science,Geology,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Science,Geology,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Science,Botany,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Science,Botany,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Science,Zoology,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Science,Zoology,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Agriculture,Agronomy,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Agriculture,Agronomy,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Agriculture,Horticulture,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Agriculture,Horticulture,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Agriculture,Animal Production,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Agriculture,Animal Production,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Agriculture,Soil Science,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Agriculture,Soil Science,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Agriculture,Plant Pathology,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Agriculture,Plant Pathology,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Commerce,Accounting,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Commerce,Accounting,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Commerce,Business Administration,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Commerce,Business Administration,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Commerce,Economics,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Commerce,Economics,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Commerce,Statistics,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Commerce,Statistics,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Law,Public Law,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Law,Public Law,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Law,Private Law,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Law,Private Law,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Law,International Law,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Law,International Law,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Law,Criminal Law,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Law,Criminal Law,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Arts,English Language & Literature,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Arts,English Language & Literature,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Arts,Arabic,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Arts,Arabic,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Arts,History,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Arts,History,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Arts,Philosophy,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Arts,Philosophy,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Arts,Psychology,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Arts,Psychology,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Pharmacy,Pharmaceutical Chemistry,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Pharmacy,Pharmaceutical Chemistry,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Pharmacy,Pharmacology,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Pharmacy,Pharmacology,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Pharmacy,Pharmaceutics,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Pharmacy,Pharmaceutics,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Pharmacy,Microbiology,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Pharmacy,Microbiology,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Computers and Information,Computer Science,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Computers and Information,Computer Science,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Computers and Information,Information Systems,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Computers and Information,Information Systems,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Computers and Information,Software Engineering,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Computers and Information,Software Engineering,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Mass Communication,Journalism,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Mass Communication,Journalism,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Mass Communication,Radio & TV,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Mass Communication,Radio & TV,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Mass Communication,Public Relations,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Mass Communication,Public Relations,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Mass Communication,Advertising,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Mass Communication,Advertising,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Nursing,Medical-Surgical Nursing,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Nursing,Medical-Surgical Nursing,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Nursing,Pediatric Nursing,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Nursing,Pediatric Nursing,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Nursing,Psychiatric Nursing,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Nursing,Psychiatric Nursing,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Physiotherapy,Orthopedics,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Physiotherapy,Orthopedics,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Physiotherapy,Neurology,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Physiotherapy,Neurology,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Physiotherapy,Cardiopulmonary,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Physiotherapy,Cardiopulmonary,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Physiotherapy,Pediatrics,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Physiotherapy,Pediatrics,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Oral and Dental Medicine,Conservative Dentistry,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Oral and Dental Medicine,Conservative Dentistry,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Oral and Dental Medicine,Orthodontics,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Oral and Dental Medicine,Orthodontics,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Oral and Dental Medicine,Oral Surgery,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Oral and Dental Medicine,Oral Surgery,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Oral and Dental Medicine,Periodontology,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Oral and Dental Medicine,Periodontology,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Veterinary Medicine,Anatomy,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Veterinary Medicine,Anatomy,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Veterinary Medicine,Physiology,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Veterinary Medicine,Physiology,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Veterinary Medicine,Pathology,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Veterinary Medicine,Pathology,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Veterinary Medicine,Surgery,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Veterinary Medicine,Surgery,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Veterinary Medicine,Public Health,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Veterinary Medicine,Public Health,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Dar El-Ulum,Islamic Studies,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Dar El-Ulum,Islamic Studies,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Dar El-Ulum,Arabic Language,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Dar El-Ulum,Arabic Language,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Dar El-Ulum,Quran Sciences,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Dar El-Ulum,Quran Sciences,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Dar El-Ulum,Theology,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Dar El-Ulum,Theology,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Kindergarten,Early Childhood Education,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Kindergarten,Early Childhood Education,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Kindergarten,Child Psychology,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Kindergarten,Child Psychology,220.0,57.9,2000
beni-suef university,Beni-Suef,Public,2005,Science,Agriculture (Agriculture),Faculty of Kindergarten,Curriculum Development,298.0,72.7,2000
beni-suef university,Beni-Suef,Public,2005,Literary,Physical Education (),Faculty of Kindergarten,Curriculum Development,220.0,57.9,2000
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Medicine,Internal Medicine,398.5,97.2,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Medicine,Internal Medicine,396.5,96.7,1900
cairo university,Giza,Public,1908,Science,Veterinary (Medicine Veterinary),Faculty of Medicine,Internal Medicine,360.0,87.8,1900
cairo university,Giza,Public,1908,Literary,Law (),Faculty of Medicine,Internal Medicine,272.0,71.6,1900
cairo university,Giza,Public,1908,Literary,Media (),Faculty of Medicine,Internal Medicine,262.0,68.9,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Medicine,Surgery,398.5,97.2,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Medicine,Surgery,396.5,96.7,1900
cairo university,Giza,Public,1908,Science,Veterinary (Medicine Veterinary),Faculty of Medicine,Surgery,360.0,87.8,1900
cairo university,Giza,Public,1908,Literary,Law (),Faculty of Medicine,Surgery,272.0,71.6,1900
cairo university,Giza,Public,1908,Literary,Media (),Faculty of Medicine,Surgery,262.0,68.9,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Medicine,Pediatrics,398.5,97.2,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Medicine,Pediatrics,396.5,96.7,1900
cairo university,Giza,Public,1908,Science,Veterinary (Medicine Veterinary),Faculty of Medicine,Pediatrics,360.0,87.8,1900
cairo university,Giza,Public,1908,Literary,Law (),Faculty of Medicine,Pediatrics,272.0,71.6,1900
cairo university,Giza,Public,1908,Literary,Media (),Faculty of Medicine,Pediatrics,262.0,68.9,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Medicine,Obstetrics & Gynecology,398.5,97.2,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Medicine,Obstetrics & Gynecology,396.5,96.7,1900
cairo university,Giza,Public,1908,Science,Veterinary (Medicine Veterinary),Faculty of Medicine,Obstetrics & Gynecology,360.0,87.8,1900
cairo university,Giza,Public,1908,Literary,Law (),Faculty of Medicine,Obstetrics & Gynecology,272.0,71.6,1900
cairo university,Giza,Public,1908,Literary,Media (),Faculty of Medicine,Obstetrics & Gynecology,262.0,68.9,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Medicine,Pharmacology,398.5,97.2,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Medicine,Pharmacology,396.5,96.7,1900
cairo university,Giza,Public,1908,Science,Veterinary (Medicine Veterinary),Faculty of Medicine,Pharmacology,360.0,87.8,1900
cairo university,Giza,Public,1908,Literary,Law (),Faculty of Medicine,Pharmacology,272.0,71.6,1900
cairo university,Giza,Public,1908,Literary,Media (),Faculty of Medicine,Pharmacology,262.0,68.9,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Medicine,Anatomy,398.5,97.2,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Medicine,Anatomy,396.5,96.7,1900
cairo university,Giza,Public,1908,Science,Veterinary (Medicine Veterinary),Faculty of Medicine,Anatomy,360.0,87.8,1900
cairo university,Giza,Public,1908,Literary,Law (),Faculty of Medicine,Anatomy,272.0,71.6,1900
cairo university,Giza,Public,1908,Literary,Media (),Faculty of Medicine,Anatomy,262.0,68.9,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Engineering,Civil Engineering,398.5,97.2,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Engineering,Civil Engineering,396.5,96.7,1900
cairo university,Giza,Public,1908,Science,Veterinary (Medicine Veterinary),Faculty of Engineering,Civil Engineering,360.0,87.8,1900
cairo university,Giza,Public,1908,Literary,Law (),Faculty of Engineering,Civil Engineering,272.0,71.6,1900
cairo university,Giza,Public,1908,Literary,Media (),Faculty of Engineering,Civil Engineering,262.0,68.9,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Engineering,Mechanical Engineering,398.5,97.2,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Engineering,Mechanical Engineering,396.5,96.7,1900
cairo university,Giza,Public,1908,Science,Veterinary (Medicine Veterinary),Faculty of Engineering,Mechanical Engineering,360.0,87.8,1900
cairo university,Giza,Public,1908,Literary,Law (),Faculty of Engineering,Mechanical Engineering,272.0,71.6,1900
cairo university,Giza,Public,1908,Literary,Media (),Faculty of Engineering,Mechanical Engineering,262.0,68.9,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Engineering,Electrical Engineering,398.5,97.2,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Engineering,Electrical Engineering,396.5,96.7,1900
cairo university,Giza,Public,1908,Science,Veterinary (Medicine Veterinary),Faculty of Engineering,Electrical Engineering,360.0,87.8,1900
cairo university,Giza,Public,1908,Literary,Law (),Faculty of Engineering,Electrical Engineering,272.0,71.6,1900
cairo university,Giza,Public,1908,Literary,Media (),Faculty of Engineering,Electrical Engineering,262.0,68.9,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Engineering,Architecture,398.5,97.2,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Engineering,Architecture,396.5,96.7,1900
cairo university,Giza,Public,1908,Science,Veterinary (Medicine Veterinary),Faculty of Engineering,Architecture,360.0,87.8,1900
cairo university,Giza,Public,1908,Literary,Law (),Faculty of Engineering,Architecture,272.0,71.6,1900
cairo university,Giza,Public,1908,Literary,Media (),Faculty of Engineering,Architecture,262.0,68.9,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Engineering,Computer Engineering,398.5,97.2,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Engineering,Computer Engineering,396.5,96.7,1900
cairo university,Giza,Public,1908,Science,Veterinary (Medicine Veterinary),Faculty of Engineering,Computer Engineering,360.0,87.8,1900
cairo university,Giza,Public,1908,Literary,Law (),Faculty of Engineering,Computer Engineering,272.0,71.6,1900
cairo university,Giza,Public,1908,Literary,Media (),Faculty of Engineering,Computer Engineering,262.0,68.9,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Science,Mathematics,398.5,97.2,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Science,Mathematics,396.5,96.7,1900
cairo university,Giza,Public,1908,Science,Veterinary (Medicine Veterinary),Faculty of Science,Mathematics,360.0,87.8,1900
cairo university,Giza,Public,1908,Literary,Law (),Faculty of Science,Mathematics,272.0,71.6,1900
cairo university,Giza,Public,1908,Literary,Media (),Faculty of Science,Mathematics,262.0,68.9,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Science,Physics,398.5,97.2,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Science,Physics,396.5,96.7,1900
cairo university,Giza,Public,1908,Science,Veterinary (Medicine Veterinary),Faculty of Science,Physics,360.0,87.8,1900
cairo university,Giza,Public,1908,Literary,Law (),Faculty of Science,Physics,272.0,71.6,1900
cairo university,Giza,Public,1908,Literary,Media (),Faculty of Science,Physics,262.0,68.9,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Science,Chemistry,398.5,97.2,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Science,Chemistry,396.5,96.7,1900
cairo university,Giza,Public,1908,Science,Veterinary (Medicine Veterinary),Faculty of Science,Chemistry,360.0,87.8,1900
cairo university,Giza,Public,1908,Literary,Law (),Faculty of Science,Chemistry,272.0,71.6,1900
cairo university,Giza,Public,1908,Literary,Media (),Faculty of Science,Chemistry,262.0,68.9,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Science,Geology,398.5,97.2,1900
cairo university,Giza,Public,1908,Science,Medicine (Medicine),Faculty of Science,Geology,396.5,96.7,1900
cairo university,Giza,Public,1908,Science,Veterinary (Medicine Veterinary),Faculty of Science,Geology,360.0,87.8,1900
cairo university,Giza,Public,1908,Literary,Law (),Faculty of Science,Geology,272.0,71.6,1900
